Dates,News,Sentiment label 
15-06-2017,"August gold off 1.6% at $1,255.60/oz.",negative
31-05-2018,"Gold slips to Rs 32,000; silver reclaims Rs 41K-mark",negative
07-12-2004,"amex gold bugs index ends at 2-mo low of 218.6, down 3%",negative
24-08-2016,Gold futures settle at lowest level since late July,negative
19-11-2018,Gold steady as Fed caution on global economy pressures dollar,neutral
13-03-2013,soros gold sale signals end to bull run,none
20-04-2018,"Gold slips as US rate rise hopes, easing global tensions weigh",negative
28-06-2017,"Hecla Mining estimates Q2 gold price $1,235/oz-$1,265/oz; gold futures up 0.2% at $1,249.60/oz",positive
20-10-2017,"Gold futures drop $4.90, or 0.4%, to $1,285.10 an ounce",negative
09-12-2016,"Gold trades $6.40, or 0.6%, lower at $1,166/oz. after consumer-sentiment survey",negative
26-07-2017,Gold settles lower for a third session ahead of the Fed policy update,negative
19-04-2007,gold etfs get lukewarm response,none
28-12-2017,gold may lose its sheen in 2018; here's why,negative
24-01-2013,"trading strategies for gold, natural gas, nickel by experts",none
16-09-2012,investors in gold equity funds miss yellow metal rally,none
30-11-2012,"gold tumbles on weak futures trend, firm rupee",negative
27-09-2005,amex gold bugs index falls 2.2% to close at 237.49,negative
06-08-2018,Gold extends rally as dollar steadies,positive
13-09-2017,Gold prices finish lower for a third session in a row,negative
30-05-2003,"gold futures, metals indexes fall back",negative
15-05-2017,Gold adds to early gain after Empire State,positive
09-06-2015,"aug. gold up $4, or 0.3%, to settle at $1,177.60/oz on comex",positive
14-03-2000,gold and bonds agree,none
17-01-2007,gold futures edge higher in early dealings,positive
16-05-2017,gold holds ground at two-week high,positive
16-02-2017,Gold notches highest finish in more than 3 months,positive
22-09-2017,"gold, silver gain amid north korea concerns",positive
27-04-2018,blockchain & the gold standard for a conflict-free supply chain,none
23-02-2016,gold rises 1% on renewed safe-haven buying,positive
22-07-2016,"Gold rises to Rs 30,770; silver reclaims Rs 46,000 mark",positive
28-03-2018,"bullionvault : 'politics driving' gold spike but 'glass half full' stock rebound sinks price $15, gld shrinks",negative
24-11-2017,russian cenbank official: gold holdings support national security,none
23-09-2018,Higher MSP to drive 25% surge in gold demand: Report,none
24-04-2013,"june gold ends at $1,423.70/oz, up $14.90, or 1.1%",positive
31-08-2006,goldcorp offers $8.6 billion in stock for glamis gold,none
17-07-2006,gold closes lower as dollar rises,negative
17-08-2011,"gold futures down $4.90 at $1,788.70 an ounce",negative
20-08-2017,gold / silver / copper futures - weekly outlook: august 21 - 25,none
09-03-2010,gold extends slide to close lower a second day,negative
18-04-2018,"Akshaya Tritiya 2018: There are golden opportunities beyond just gold, say experts",none
20-09-2018,Gold prices edge up as easing trade concerns hurt dollar,positive
08-05-2013,"gold continues to slide on weak demand, silver gains",negative
01-05-2018,mitsubishi : rising inflation could impact gold investors two different ways,none
10-09-2012,gold rates gain in major metros in india,positive
27-01-2017,Gold pares loss after GDP reading,negative
25-10-2016,Gold edges up on steady demand; Fed rate hike speculation weighs,positive
30-06-2017,"August gold settles at $1,242.30/oz, down $3.50, or 0.3%, for the session",negative
03-11-2009,"gold futures add to gains, up $6.30 at $1,060.3/oz",positive
12-12-2012,"gold futures settle higher, under $1,720",positive
01-07-2011,"silver falls to rs 51850 on heavy sell-off, gold down by rs 270",negative
07-01-2010,"u.s. stocks not looking for synergy with gold, other assets",none
13-11-2018,dollar : surging dollar and sinking gold weighing on investors' minds,negative
09-11-2011,"gold futures hit fresh peak of rs 29,186 on global cues",positive
09-03-2018,gold dips on firm dollar amid hopes for easing u.s.-n.korea tensions,negative
02-12-2012,Bright side to India's gold fetish,none
21-08-2018,"gold settles at 1-week high of $1,200 as trump comments hurt the dollar",positive
06-07-2016,Gold soars to highest since March 2014 amid flight to safety,positive
13-11-2017,Gold ends higher as global stock markets pull back,positive
03-01-2007,feb. gold retreats from a one-month high as dollar gains,positive
10-05-2018,iran's gold demand set for spurt before trump sanctions bite,positive
11-06-2007,august gold ends up $8.70 at $659.0 an ounce on nymex,positive
14-01-2011,"gold could hit record highs above $1,600: gfms",positive
30-10-2012,festive offer: post offices in delhi to give 7% discount on gold coins,none
15-11-2017,"Gold holds gain after economic reports on sales, inflation",positive
21-01-2015,mcx goldpetal february contract gains,positive
23-02-2012,gold gains $15 to end at three-month high,positive
05-09-2017,Gold hovers near 1-year high on safe haven demand,neutral
15-05-2018,degussa market report : mr buffett on gold - viewed differently,none
11-04-2018,"Gold hits one-week high on dollar weakness, geopolitical tensions",positive
24-08-2000,"gold prices, company shares gain",positive
23-09-2016,Gold prices turn lower amid profit-taking,negative
08-12-2018,"gold climbs by rs 250, silver firms up",positive
11-10-2018,Gold climbs Rs 130 on festive demand,positive
31-10-2012,"buy gold, silver & crude: emkay commodities",none
12-10-2005,gold at fresh 18-year high on inflation worries,positive
23-09-2011,gold off over $30 as commodities pressure builds,negative
06-08-2018,Rising gold dore imports to India to dent bank's market share,none
02-06-2016,"june gold slips $2.10, or 0.2%, to settle at $1,209.80/oz",negative
20-06-2017,"August gold down $3.20, or 0.3%, to settle at $1,243.50/oz",negative
28-09-2018,gold is doing something it hasn't done in nearly 30 years,none
13-05-2015,gold settles at highest level in more than 5 weeks,positive
05-06-2012,"gold slips from record highs on weak demand, global cues",negative
16-08-2013,"time to look at gold, silver, miners and etfs?",none
17-01-2017,Gold futures mark highest finish in about 2 months,positive
13-11-2017,"Dec. gold settles at $1,278.90/oz, up $4.70, or 0.4%",positive
14-05-2018,"Gold softens to Rs 32,285; silver down by Rs 100 per kg",negative
30-11-2007,gold futures end lower; lose over $42 on the week,negative
16-05-2008,gold futures close near $900 as oil prices surge,positive
09-12-2005,feb gold climbs $8.90 to $531.60/oz after $534.30 high,positive
22-09-2017,"Gold gains amid N. Korea tensions, but heads for 2nd weekly decline",positive
15-10-2018,"Gold rebounds to Rs 32,250 on global cues, festive season buying",positive
12-10-2015,Gold futures rally to 7-week high on delayed Fed rate hike outlook,positive
07-09-2012,sell oct gold contract near rs 31480/10 gms: angel broking,none
08-12-2016,Gold ends lower as dollar rallies after ECB decision,negative
05-04-2013,gold rates trading firm in major metros in india,positive
14-08-2014,Gold demand in India falls 39% to 204 tonnes in June quarter: WGC,none
30-07-2010,gold rises on day but notches worst month since december,positive
22-04-2014,"Gold prices recover from 3-week lows, gains checked",positive
01-12-2005,gold's front-month contract tap $500 for 1st time since 1987,none
03-08-2011,"stocks slide on borrowing cost fears, gold jumps",positive
18-05-2016,"gold extends losses; silver dips below rs 41,000-mark",negative
03-11-2014,"gold dips on firming u.s. factory data, boj stimulus",negative
12-01-2017,"Gold hits over 1-month high of Rs 29,250",positive
07-08-2011,Gold benefits; other commodities and equity markets collapse,positive
17-01-2012,key themes in gold supply and demand in 2011,none
21-04-2000,"gold futures continue lower, but off the session's low",negative
24-10-2017,Gold falls to lowest settlement in more than 2 weeks,negative
14-03-2000,gold futures move up after earlier weakness,positive
18-12-2016,gold / silver / copper futures - weekly outlook: december 19 - 23,none
05-04-2007,"gold edges lower, but holds above $670",negative
22-10-2013,p chidambaram rules out lifting ban on import of gold coins,none
30-05-2006,"philadelphia gold/silver index closes at 140.44, down 1.5%",negative
22-03-2004,"spot gold bid at $414.20 an ounce, up $2.10 - kitco",positive
22-11-2017,"Gold gets a boost from weaker dollar, holds gains after Fed minutes",positive
02-08-2011,miners end south africa gold strike with wage deal,none
04-08-2011,randgold q2 gold production up 97% vs. year-ago,none
18-08-2017,"gold fails to hold above key $1,300 level, posts daily, weekly losses",negative
26-08-2016,"Gold, oil futures waver on hawkish Yellen remarks",none
29-06-2017,Gold prices end lower after back-to-back gains,negative
23-11-2018,ig / sharps pixley : what is the future of gold?,none
29-09-2000,"dollar decline lifts gold futures, shares",positive
06-12-2012,bnp paribas trims 2013 gold forecast,none
24-04-2001,platinum may outshine gold by year-end,none
20-04-2015,Gold no longer holds glitter for investors,negative
22-06-2017,Gold holds firm gain after solid jobless-claims report,positive
29-08-2018,venezuela to offer gold ingot certificates as inflation skyrockets,none
12-04-2013,"Gold dips on stronger dollar, growth outlook",negative
01-07-2017,"agrm expresses concern at 'huge pricing disadvantage' faced by gold refineries, bullion importing banks",none
31-05-2012,"gold set for worst may in 30 years, markets edge up",negative
12-10-2015,gold logs highest close in 3 months,positive
08-05-2017,"gold, silver rise as euro gained after macron win in france",positive
22-07-2013,80% dip in gold imports linked to rampant smuggling,none
09-08-2017,Gold holds sharp gain after data,positive
11-11-2016,"Gold futures fall to Rs 29,779 per 10 gm",negative
14-07-2016,gold edges lower ahead of bank of england rate decision,negative
30-09-2016,Gold futures mark first quarterly loss of the year,negative
18-08-2017,"Gold lower ahead of Comex settlement, reversing from earlier gains",negative
03-05-2017,"June gold down 0.2% at $1,254/oz.",negative
31-08-2005,gold futures rally on weaker dollar,positive
25-06-2007,gold futures fall to near a two-week low,negative
25-10-2004,"cboe gold index taps high of 96.14, highest since 1997",positive
08-10-2015,mcx goldpetal november contract slips,negative
27-04-2007,june gold up $1.70 at $679.70/oz in last half hr of ny trade,positive
07-06-2013,gold futures weaken on profit-booking,negative
19-01-2017,"Gold logs biggest one-day loss of the month, but holds above $1,200",negative
22-04-2008,"gold eases, silver slumps",negative
10-08-2017,"gold, silver up on safe-haven demand",positive
03-04-2017,Gold logs second straight gain as U.S. ISM data disappoint,positive
14-03-2017,"April gold settles at $1,202.60/oz, down 50 cents, or less than 0.1%",negative
09-01-2015,Gold shines ahead of US jobs data; poised for weekly gain,positive
06-07-2011,gold futures close at a two-week high,positive
27-06-2011,"gold futures fall on global cues, poor demand",negative
06-09-2016,Gold holds steady as Sept Fed rate hike views cool; equities rise,positive
28-09-2001,"Dec. gold down $4.70, or 0.4%, at $1,325.70/oz",negative
09-11-2016,SPDR Gold Trust surges 2.2% in premarket trade,positive
12-10-2012,"dec. gold down on profit taking, posts weekly loss",negative
21-09-2017,gold futures slide rs 265 on weak global cues,negative
19-02-2016,"gold firm above &#36;1,200 as lower equities stoke safe-haven bids",negative
17-10-2017,"gold futures down rs 124 on profit booking, global cues",negative
04-01-2012,buy crude on dips; gold may sell-off: aditya birla money,none
27-04-2009,"june gold ends down $5.90, or 0.6%, at $908.20",negative
15-01-2015,"gold extends gains, up $23.30 to $1,258.70, as dollar sinks on swiss move",positive
28-10-2017,"gold gains on local buying, global cues",positive
20-04-2009,gold futures down $2.80 at $870.70 an ounce,negative
16-02-2018,world gold council : india's budget - policy & progress,none
25-02-2009,gold slightly lower as rising stocks reduce safety buying,negative
